profile,beer,url_sort,url,url_type
33194,364884,3,http://burningskybeer.com,external_link
33194,177345,3,http://burningskybeer.com,external_link
33194,342305,3,http://burningskybeer.com,external_link
33194,192773,3,http://burningskybeer.com,external_link
21832,158007,3,http://bluemonkeybrewery.com,external_link
21832,64077,3,http://bluemonkeybrewery.com,external_link
21832,158006,3,http://bluemonkeybrewery.com,external_link
21832,116573,3,http://bluemonkeybrewery.com,external_link
21832,174691,3,http://bluemonkeybrewery.com,external_link
21832,75149,3,http://bluemonkeybrewery.com,external_link
33194,375561,3,http://burningskybeer.com,external_link
33194,368297,3,http://burningskybeer.com,external_link
21832,95994,3,http://bluemonkeybrewery.com,external_link
21832,158005,3,http://bluemonkeybrewery.com,external_link
21832,56401,3,http://bluemonkeybrewery.com,external_link
21832,91501,3,http://bluemonkeybrewery.com,external_link
21832,158008,3,http://bluemonkeybrewery.com,external_link
33192,266036,3,http://brewbynumbers.com,external_link
21832,91504,3,http://bluemonkeybrewery.com,external_link
33192,217894,3,http://brewbynumbers.com,external_link
21832,87800,3,http://bluemonkeybrewery.com,external_link
33192,356811,3,http://brewbynumbers.com,external_link
33192,356801,3,http://brewbynumbers.com,external_link
21832,84559,3,http://bluemonkeybrewery.com,external_link
21832,73907,3,http://bluemonkeybrewery.com,external_link
33192,140591,3,http://brewbynumbers.com,external_link
33192,123193,3,http://brewbynumbers.com,external_link
33192,105159,3,http://brewbynumbers.com,external_link
33192,123194,3,http://brewbynumbers.com,external_link
33192,105161,3,http://brewbynumbers.com,external_link
33194,194720,3,http://burningskybeer.com,external_link
51719,323772,3,http://brookfielddrinks.co.uk,external_link
33192,114580,3,http://brewbynumbers.com,external_link
33192,113105,3,http://brewbynumbers.com,external_link
33194,194722,3,http://burningskybeer.com,external_link
33192,112943,3,http://brewbynumbers.com,external_link
33194,301379,3,http://burningskybeer.com,external_link
33192,161425,3,http://brewbynumbers.com,external_link
33192,161424,3,http://brewbynumbers.com,external_link
33192,237719,3,http://brewbynumbers.com,external_link
33192,176313,3,http://brewbynumbers.com,external_link
33192,255759,3,http://brewbynumbers.com,external_link
33192,331133,3,http://brewbynumbers.com,external_link
33192,307060,3,http://brewbynumbers.com,external_link
33192,310447,3,http://brewbynumbers.com,external_link
33192,161428,3,http://brewbynumbers.com,external_link
33192,161427,3,http://brewbynumbers.com,external_link
33192,161418,3,http://brewbynumbers.com,external_link
33192,105162,3,http://brewbynumbers.com,external_link
33192,105163,3,http://brewbynumbers.com,external_link
33192,161429,3,http://brewbynumbers.com,external_link
33192,121241,3,http://brewbynumbers.com,external_link
33192,113106,3,http://brewbynumbers.com,external_link
33192,105158,3,http://brewbynumbers.com,external_link
29926,106485,3,http://dunscarbridgebrewery.co.uk,external_link
33192,161430,3,http://brewbynumbers.com,external_link
29926,85448,3,http://dunscarbridgebrewery.co.uk,external_link
29926,355122,3,http://dunscarbridgebrewery.co.uk,external_link
33192,161431,3,http://brewbynumbers.com,external_link
33192,161432,3,http://brewbynumbers.com,external_link
33192,161433,3,http://brewbynumbers.com,external_link
33192,161434,3,http://brewbynumbers.com,external_link
33192,105164,3,http://brewbynumbers.com,external_link
33192,120196,3,http://brewbynumbers.com,external_link
33192,189393,3,http://brewbynumbers.com,external_link
33192,219195,3,http://brewbynumbers.com,external_link
33192,161436,3,http://brewbynumbers.com,external_link
33192,236052,3,http://brewbynumbers.com,external_link
33192,342297,3,http://brewbynumbers.com,external_link
33192,140587,3,http://brewbynumbers.com,external_link
33192,133587,3,http://brewbynumbers.com,external_link
33192,250083,3,http://brewbynumbers.com,external_link
33192,198581,3,http://brewbynumbers.com,external_link
33192,356816,3,http://brewbynumbers.com,external_link
33192,161437,3,http://brewbynumbers.com,external_link
33192,161449,3,http://brewbynumbers.com,external_link
33192,120193,3,http://brewbynumbers.com,external_link
33192,356789,3,http://brewbynumbers.com,external_link
33192,105160,3,http://brewbynumbers.com,external_link
33192,161451,3,http://brewbynumbers.com,external_link
33192,161452,3,http://brewbynumbers.com,external_link
33192,161450,3,http://brewbynumbers.com,external_link
33192,161453,3,http://brewbynumbers.com,external_link
33192,161454,3,http://brewbynumbers.com,external_link
33192,222124,3,http://brewbynumbers.com,external_link
33192,249637,3,http://brewbynumbers.com,external_link
33192,183235,3,http://brewbynumbers.com,external_link
33192,230665,3,http://brewbynumbers.com,external_link
33192,312905,3,http://brewbynumbers.com,external_link
33192,286357,3,http://brewbynumbers.com,external_link
33192,309259,3,http://brewbynumbers.com,external_link
33192,360026,3,http://brewbynumbers.com,external_link
33192,105165,3,http://brewbynumbers.com,external_link
33192,161444,3,http://brewbynumbers.com,external_link
33192,161443,3,http://brewbynumbers.com,external_link
33192,161455,3,http://brewbynumbers.com,external_link
33192,158009,3,http://brewbynumbers.com,external_link
33192,155367,3,http://brewbynumbers.com,external_link
33192,237721,3,http://brewbynumbers.com,external_link
33192,219270,3,http://brewbynumbers.com,external_link
33192,105166,3,http://brewbynumbers.com,external_link
33192,161442,3,http://brewbynumbers.com,external_link
33192,237720,3,http://brewbynumbers.com,external_link
33192,157978,3,http://brewbynumbers.com,external_link
33192,213580,3,http://brewbynumbers.com,external_link
33192,113107,3,http://brewbynumbers.com,external_link
33192,304031,3,http://brewbynumbers.com,external_link
33192,288086,3,http://brewbynumbers.com,external_link
33192,133588,3,http://brewbynumbers.com,external_link
33192,207343,3,http://brewbynumbers.com,external_link
33192,207345,3,http://brewbynumbers.com,external_link
33192,160661,3,http://brewbynumbers.com,external_link
33192,207349,3,http://brewbynumbers.com,external_link
33192,207348,3,http://brewbynumbers.com,external_link
33192,207346,3,http://brewbynumbers.com,external_link
33192,161471,3,http://brewbynumbers.com,external_link
33192,161448,3,http://brewbynumbers.com,external_link
33192,161447,3,http://brewbynumbers.com,external_link
33192,161440,3,http://brewbynumbers.com,external_link
33192,150745,3,http://brewbynumbers.com,external_link
33192,255983,3,http://brewbynumbers.com,external_link
33192,223955,3,http://brewbynumbers.com,external_link
33192,256185,3,http://brewbynumbers.com,external_link
33192,303482,3,http://brewbynumbers.com,external_link
33192,207341,3,http://brewbynumbers.com,external_link
33192,207344,3,http://brewbynumbers.com,external_link
33192,118539,3,http://brewbynumbers.com,external_link
33192,342298,3,http://brewbynumbers.com,external_link
33192,121619,3,http://brewbynumbers.com,external_link
33192,133590,3,http://brewbynumbers.com,external_link
33192,132657,3,http://brewbynumbers.com,external_link
33192,161456,3,http://brewbynumbers.com,external_link
33192,161457,3,http://brewbynumbers.com,external_link
33192,144940,3,http://brewbynumbers.com,external_link
33192,219271,3,http://brewbynumbers.com,external_link
33192,161458,3,http://brewbynumbers.com,external_link
33192,154515,3,http://brewbynumbers.com,external_link
33192,300845,3,http://brewbynumbers.com,external_link
33192,349427,3,http://brewbynumbers.com,external_link
33192,217006,3,http://brewbynumbers.com,external_link
33192,356730,3,http://brewbynumbers.com,external_link
33192,192940,3,http://brewbynumbers.com,external_link
33192,224220,3,http://brewbynumbers.com,external_link
33192,161459,3,http://brewbynumbers.com,external_link
33192,123195,3,http://brewbynumbers.com,external_link
33192,288794,3,http://brewbynumbers.com,external_link
33192,123196,3,http://brewbynumbers.com,external_link
33192,161460,3,http://brewbynumbers.com,external_link
33192,133586,3,http://brewbynumbers.com,external_link
33192,161475,3,http://brewbynumbers.com,external_link
33192,161473,3,http://brewbynumbers.com,external_link
33192,234283,3,http://brewbynumbers.com,external_link
33192,133835,3,http://brewbynumbers.com,external_link
33192,161461,3,http://brewbynumbers.com,external_link
33192,153697,3,http://brewbynumbers.com,external_link
33192,188319,3,http://brewbynumbers.com,external_link
33192,237722,3,http://brewbynumbers.com,external_link
33192,133589,3,http://brewbynumbers.com,external_link
33192,300846,3,http://brewbynumbers.com,external_link
33192,156362,3,http://brewbynumbers.com,external_link
33192,222017,3,http://brewbynumbers.com,external_link
33192,158462,3,http://brewbynumbers.com,external_link
33192,300509,3,http://brewbynumbers.com,external_link
33192,356833,3,http://brewbynumbers.com,external_link
33192,219272,3,http://brewbynumbers.com,external_link
33192,234284,3,http://brewbynumbers.com,external_link
33192,254453,3,http://brewbynumbers.com,external_link
33192,358308,3,http://brewbynumbers.com,external_link
33192,212998,3,http://brewbynumbers.com,external_link
33192,324899,3,http://brewbynumbers.com,external_link
33192,234285,3,http://brewbynumbers.com,external_link
33192,219273,3,http://brewbynumbers.com,external_link
33192,360025,3,http://brewbynumbers.com,external_link
33192,373376,3,http://brewbynumbers.com,external_link
33192,357136,3,http://brewbynumbers.com,external_link
33192,249638,3,http://brewbynumbers.com,external_link
33192,255760,3,http://brewbynumbers.com,external_link
33192,249734,3,http://brewbynumbers.com,external_link
33192,256541,3,http://brewbynumbers.com,external_link
33192,309757,3,http://brewbynumbers.com,external_link
33192,297757,3,http://brewbynumbers.com,external_link
33192,360028,3,http://brewbynumbers.com,external_link
33192,381065,3,http://brewbynumbers.com,external_link
33192,210552,3,http://brewbynumbers.com,external_link
33192,219197,3,http://brewbynumbers.com,external_link
33192,250084,3,http://brewbynumbers.com,external_link
33192,329367,3,http://brewbynumbers.com,external_link
33192,217688,3,http://brewbynumbers.com,external_link
33192,310454,3,http://brewbynumbers.com,external_link
33192,161463,3,http://brewbynumbers.com,external_link
33192,304032,3,http://brewbynumbers.com,external_link
33192,264359,3,http://brewbynumbers.com,external_link
33192,360040,3,http://brewbynumbers.com,external_link
33192,342299,3,http://brewbynumbers.com,external_link
33192,381064,3,http://brewbynumbers.com,external_link
33192,321123,3,http://brewbynumbers.com,external_link
33192,321672,3,http://brewbynumbers.com,external_link
33192,226916,3,http://brewbynumbers.com,external_link
33192,234198,3,http://brewbynumbers.com,external_link
33192,371450,3,http://brewbynumbers.com,external_link
33192,324694,3,http://brewbynumbers.com,external_link
33192,354001,3,http://brewbynumbers.com,external_link
13299,296630,3,http://moonshinebrewery.co.uk,external_link
13299,296633,3,http://moonshinebrewery.co.uk,external_link
13299,296631,3,http://moonshinebrewery.co.uk,external_link
33192,250085,3,http://brewbynumbers.com,external_link
13299,296613,3,http://moonshinebrewery.co.uk,external_link
13299,296627,3,http://moonshinebrewery.co.uk,external_link
13299,296610,3,http://moonshinebrewery.co.uk,external_link
33192,161462,3,http://brewbynumbers.com,external_link
13299,296614,3,http://moonshinebrewery.co.uk,external_link
13299,296616,3,http://moonshinebrewery.co.uk,external_link
13299,296617,3,http://moonshinebrewery.co.uk,external_link
13299,296620,3,http://moonshinebrewery.co.uk,external_link
13299,296621,3,http://moonshinebrewery.co.uk,external_link
33192,276433,3,http://brewbynumbers.com,external_link
13299,296625,3,http://moonshinebrewery.co.uk,external_link
13299,296626,3,http://moonshinebrewery.co.uk,external_link
13299,296635,3,http://moonshinebrewery.co.uk,external_link
13299,205863,3,http://moonshinebrewery.co.uk,external_link
13299,166313,3,http://moonshinebrewery.co.uk,external_link
13299,205865,3,http://moonshinebrewery.co.uk,external_link
13299,296637,3,http://moonshinebrewery.co.uk,external_link
13299,170110,3,http://moonshinebrewery.co.uk,external_link
13299,205866,3,http://moonshinebrewery.co.uk,external_link
13299,205864,3,http://moonshinebrewery.co.uk,external_link
13299,173746,3,http://moonshinebrewery.co.uk,external_link
13299,42850,3,http://moonshinebrewery.co.uk,external_link
13299,122169,3,http://moonshinebrewery.co.uk,external_link
13299,205855,3,http://moonshinebrewery.co.uk,external_link
13299,205861,3,http://moonshinebrewery.co.uk,external_link
15195,86572,3,http://cotswoldbrewingcompany.com,external_link
15195,193056,3,http://cotswoldbrewingcompany.com,external_link
15195,214907,3,http://cotswoldbrewingcompany.com,external_link
5204,28178,3,http://castlerockbrewery.co.uk,external_link
5204,83151,3,http://castlerockbrewery.co.uk,external_link
5204,13047,3,http://castlerockbrewery.co.uk,external_link
5204,198892,3,http://castlerockbrewery.co.uk,external_link
5204,81412,3,http://castlerockbrewery.co.uk,external_link
5204,97747,3,http://castlerockbrewery.co.uk,external_link
15195,42037,3,http://cotswoldbrewingcompany.com,external_link
5204,68561,3,http://castlerockbrewery.co.uk,external_link
5204,24330,3,http://castlerockbrewery.co.uk,external_link
5204,25641,3,http://castlerockbrewery.co.uk,external_link
5204,30560,3,http://castlerockbrewery.co.uk,external_link
5204,15158,3,http://castlerockbrewery.co.uk,external_link
5204,91901,3,http://castlerockbrewery.co.uk,external_link
5204,130610,3,http://castlerockbrewery.co.uk,external_link
5204,31493,3,http://castlerockbrewery.co.uk,external_link
5204,191198,3,http://castlerockbrewery.co.uk,external_link
5204,86494,3,http://castlerockbrewery.co.uk,external_link
5204,15157,3,http://castlerockbrewery.co.uk,external_link
36639,251232,3,http://anspachandhobday.com,external_link
36639,344207,3,http://anspachandhobday.com,external_link
36639,211629,3,http://anspachandhobday.com,external_link
36639,329796,3,http://anspachandhobday.com,external_link
36639,168873,3,http://anspachandhobday.com,external_link
36639,276855,3,http://anspachandhobday.com,external_link
5204,342320,3,http://castlerockbrewery.co.uk,external_link
36639,344208,3,http://anspachandhobday.com,external_link
36639,374445,3,http://anspachandhobday.com,external_link
36639,149455,3,http://anspachandhobday.com,external_link
36639,241833,3,http://anspachandhobday.com,external_link
36639,210988,3,http://anspachandhobday.com,external_link
36639,344209,3,http://anspachandhobday.com,external_link
36639,329795,3,http://anspachandhobday.com,external_link
36639,251234,3,http://anspachandhobday.com,external_link
36639,211628,3,http://anspachandhobday.com,external_link
36639,144006,3,http://anspachandhobday.com,external_link
36639,167337,3,http://anspachandhobday.com,external_link
36639,301080,3,http://anspachandhobday.com,external_link
36639,251235,3,http://anspachandhobday.com,external_link
36639,148944,3,http://anspachandhobday.com,external_link
36639,367721,3,http://anspachandhobday.com,external_link
36639,169694,3,http://anspachandhobday.com,external_link
36639,150782,3,http://anspachandhobday.com,external_link
36639,169695,3,http://anspachandhobday.com,external_link
36639,168874,3,http://anspachandhobday.com,external_link
36639,150781,3,http://anspachandhobday.com,external_link
36639,367722,3,http://anspachandhobday.com,external_link
30952,91298,3,http://fuzzyduckbrewery.co.uk,external_link
36639,264833,3,http://anspachandhobday.com,external_link
5172,11422,3,http://goose-eye-brewery.co.uk,external_link
5172,30762,3,http://goose-eye-brewery.co.uk,external_link
5172,23862,3,http://goose-eye-brewery.co.uk,external_link
5050,255622,3,http://everards.co.uk,external_link
5050,158592,3,http://everards.co.uk,external_link
5050,158591,3,http://everards.co.uk,external_link
5050,33694,3,http://everards.co.uk,external_link
5172,11423,3,http://goose-eye-brewery.co.uk,external_link
36639,251236,3,http://anspachandhobday.com,external_link
5050,158597,3,http://everards.co.uk,external_link
5050,158593,3,http://everards.co.uk,external_link
5050,67591,3,http://everards.co.uk,external_link
5050,158596,3,http://everards.co.uk,external_link
5050,101883,3,http://everards.co.uk,external_link
5050,160883,3,http://everards.co.uk,external_link
5050,146912,3,http://everards.co.uk,external_link
5050,149809,3,http://everards.co.uk,external_link
5050,97412,3,http://everards.co.uk,external_link
5050,118330,3,http://everards.co.uk,external_link
5050,63528,3,http://everards.co.uk,external_link
5050,108638,3,http://everards.co.uk,external_link
5050,20197,3,http://everards.co.uk,external_link
5050,27358,3,http://everards.co.uk,external_link
5050,39786,3,http://everards.co.uk,external_link
5050,29397,3,http://everards.co.uk,external_link
5050,49905,3,http://everards.co.uk,external_link
5050,112975,3,http://everards.co.uk,external_link
5050,12654,3,http://everards.co.uk,external_link
5050,102720,3,http://everards.co.uk,external_link
5050,118323,3,http://everards.co.uk,external_link
5050,158595,3,http://everards.co.uk,external_link
5050,37985,3,http://everards.co.uk,external_link
5050,40136,3,http://everards.co.uk,external_link
5050,10650,3,http://everards.co.uk,external_link
37171,196146,3,http://fivetownsbrewery.com,external_link
37171,252795,3,http://fivetownsbrewery.com,external_link
37171,253247,3,http://fivetownsbrewery.com,external_link
37171,308222,3,http://fivetownsbrewery.com,external_link
37171,252794,3,http://fivetownsbrewery.com,external_link
5050,158594,3,http://everards.co.uk,external_link
37171,143176,3,http://fivetownsbrewery.com,external_link
5050,81252,3,http://everards.co.uk,external_link
37171,143177,3,http://fivetownsbrewery.com,external_link
9050,154013,3,/beer/styles/128/,ba_style_code
9050,108412,3,/beer/styles/98/,ba_style_code
50054,299913,3,http://8archbrewing.co.uk,external_link
50054,297304,3,http://8archbrewing.co.uk,external_link
9050,145504,3,/beer/styles/98/,ba_style_code
37171,308224,3,http://fivetownsbrewery.com,external_link
9050,46059,3,/beer/styles/165/,ba_style_code
50054,296342,3,http://8archbrewing.co.uk,external_link
50054,298540,3,http://8archbrewing.co.uk,external_link
50054,298536,3,http://8archbrewing.co.uk,external_link
9050,15937,3,/beer/styles/98/,ba_style_code
5050,25173,3,http://everards.co.uk,external_link
50054,295953,3,http://8archbrewing.co.uk,external_link
50054,375479,3,http://8archbrewing.co.uk,external_link
11327,23445,3,/beer/styles/79/,ba_style_code
11327,271515,3,/beer/styles/11/,ba_style_code
11327,76442,3,/beer/styles/84/,ba_style_code
11327,77575,3,/beer/styles/98/,ba_style_code
2298,11344,3,http://hopback.co.uk,external_link
2298,212447,3,http://hopback.co.uk,external_link
2298,31034,3,http://hopback.co.uk,external_link
2298,27214,3,http://hopback.co.uk,external_link
2298,147268,3,http://hopback.co.uk,external_link
9050,162253,3,/beer/styles/13/,ba_style_code
5050,103375,3,http://everards.co.uk,external_link
2298,5783,3,http://hopback.co.uk,external_link
5050,232945,3,http://everards.co.uk,external_link
2298,23661,3,http://hopback.co.uk,external_link
2298,18266,3,http://hopback.co.uk,external_link
2298,28327,3,http://hopback.co.uk,external_link
2298,5784,3,http://hopback.co.uk,external_link
2298,5788,3,http://hopback.co.uk,external_link
2298,7804,3,http://hopback.co.uk,external_link
2298,12742,3,http://hopback.co.uk,external_link
2298,68012,3,http://hopback.co.uk,external_link
2298,14877,3,http://hopback.co.uk,external_link
2298,26752,3,http://hopback.co.uk,external_link
2298,5785,3,http://hopback.co.uk,external_link
2298,5786,3,http://hopback.co.uk,external_link
2298,5787,3,http://hopback.co.uk,external_link
2298,60748,3,http://hopback.co.uk,external_link
2298,24033,3,http://hopback.co.uk,external_link
2298,30931,3,http://hopback.co.uk,external_link
2298,27083,3,http://hopback.co.uk,external_link
2298,11345,3,http://hopback.co.uk,external_link
2298,103060,3,http://hopback.co.uk,external_link
2298,11346,3,http://hopback.co.uk,external_link
8396,28771,3,http://1648brewing.co.uk,external_link
8396,92993,3,http://1648brewing.co.uk,external_link
8396,368014,3,http://1648brewing.co.uk,external_link
8396,115421,3,http://1648brewing.co.uk,external_link
8396,40853,3,http://1648brewing.co.uk,external_link
8396,79965,3,http://1648brewing.co.uk,external_link
8396,368012,3,http://1648brewing.co.uk,external_link
8396,28773,3,http://1648brewing.co.uk,external_link
323,323308,3,http://harviestoun.com,external_link
323,261020,3,http://harviestoun.com,external_link
323,10810,3,http://harviestoun.com,external_link
8396,28772,3,http://1648brewing.co.uk,external_link
323,10811,3,http://harviestoun.com,external_link
323,77566,3,http://harviestoun.com,external_link
323,31403,3,http://harviestoun.com,external_link
323,10814,3,http://harviestoun.com,external_link
323,21273,3,http://harviestoun.com,external_link
323,10812,3,http://harviestoun.com,external_link
323,93869,3,http://harviestoun.com,external_link
323,34247,3,http://harviestoun.com,external_link
323,10813,3,http://harviestoun.com,external_link
323,60709,3,http://harviestoun.com,external_link
323,63258,3,http://harviestoun.com,external_link
323,10815,3,http://harviestoun.com,external_link
323,10816,3,http://harviestoun.com,external_link
323,38216,3,http://harviestoun.com,external_link
323,10817,3,http://harviestoun.com,external_link
323,71360,3,http://harviestoun.com,external_link
323,33550,3,http://harviestoun.com,external_link
323,40413,3,http://harviestoun.com,external_link
323,43299,3,http://harviestoun.com,external_link
323,178523,3,http://harviestoun.com,external_link
323,178751,3,http://harviestoun.com,external_link
323,54270,3,http://harviestoun.com,external_link
323,4720,3,http://harviestoun.com,external_link
323,367139,3,http://harviestoun.com,external_link
323,55994,3,http://harviestoun.com,external_link
323,36702,3,http://harviestoun.com,external_link
323,10818,3,http://harviestoun.com,external_link
323,119639,3,http://harviestoun.com,external_link
323,10819,3,http://harviestoun.com,external_link
323,96705,3,http://harviestoun.com,external_link
323,332427,3,http://harviestoun.com,external_link
323,15352,3,http://harviestoun.com,external_link
323,222019,3,http://harviestoun.com,external_link
323,21742,3,http://harviestoun.com,external_link
323,260587,3,http://harviestoun.com,external_link
